uid,d,t,x,y,combined_xy
80634,5,33,139,88,17538
80634,5,34,144,110,21943
80634,5,36,144,111,22143
80634,5,37,144,110,21943
80634,5,38,146,115,22945
80634,5,39,146,115,22945
80634,5,42,146,115,22945
80717,0,12,121,133,26520
80717,0,13,100,112,22299
80717,0,14,82,115,22881
80717,0,15,82,115,22881
80717,0,16,82,115,22881
80717,0,21,82,113,22481
80717,0,27,82,115,22881
80717,0,28,117,125,24916
80717,0,29,121,132,26320
80717,1,12,123,133,26522
80717,1,13,130,138,27529
80717,1,14,130,138,27529
80717,1,15,129,138,27528
80717,1,18,130,138,27529
80717,1,24,131,137,27330
80717,1,25,130,137,27329
80717,1,26,129,138,27528
80717,1,28,130,138,27529
80717,1,29,129,137,27328
80717,1,31,130,138,27529
80717,1,34,127,130,25926
80717,1,35,124,128,25523
80717,2,12,121,125,24920
80717,2,13,123,128,25522
80717,2,14,121,130,25920
80717,2,15,122,134,26721
80717,2,16,139,148,29538
80717,2,17,164,163,32563
80717,2,18,165,157,31364
80717,2,19,164,163,32563
80717,2,20,165,155,30964
80717,2,21,166,159,31765
80717,2,22,166,159,31765
80717,2,23,164,167,33363
80717,2,24,163,160,31962
80717,2,25,164,163,32563
80717,2,27,166,159,31765
80717,2,28,164,163,32563
80717,2,31,164,167,33363
80717,2,32,124,134,26723
80717,2,33,121,133,26520
80717,2,36,124,134,26723
80717,2,37,121,132,26320
80717,3,12,130,136,27129
80717,3,13,129,138,27528
80717,3,14,129,138,27528
80717,3,15,130,138,27529
80717,3,18,129,137,27328
80717,3,19,129,137,27328
80717,3,20,130,138,27529
80717,3,21,139,95,18938
80717,3,22,150,66,13149
80717,3,23,151,64,12750
80717,3,25,151,63,12550
80717,3,26,149,103,20548
80717,3,27,133,137,27332
80717,3,29,130,138,27529
80717,3,30,129,138,27528
80717,3,31,117,131,26116
80717,3,32,111,130,25910
80717,3,34,113,131,26112
80717,3,35,120,132,26319
80717,3,36,121,132,26320
80717,4,12,124,134,26723
80717,4,13,129,134,26728
80717,4,15,129,138,27528
80717,4,18,129,138,27528
80717,4,19,129,138,27528
80717,4,21,130,138,27529
80717,4,24,130,135,26929
80717,4,25,130,136,27129
80717,4,27,129,138,27528
80717,4,28,129,138,27528
80717,4,29,129,137,27328
80717,4,30,129,138,27528
80717,4,31,129,138,27528
80717,4,32,129,138,27528
80717,4,33,129,137,27328
80717,4,34,122,134,26721
80717,4,37,121,133,26520
80717,4,38,118,131,26117
80717,4,43,118,131,26117
80717,4,46,121,132,26320
80717,5,12,126,134,26725
80717,5,13,130,138,27529
80717,5,15,129,138,27528
80717,5,17,129,138,27528
80717,5,18,130,138,27529
80717,5,19,129,137,27328
80717,5,20,128,134,26727
80717,5,21,121,132,26320
80717,5,33,121,133,26520
80717,5,34,121,132,26320
80717,6,19,124,136,27123
80717,6,22,127,137,27326
80717,6,23,126,134,26725
80717,6,26,125,134,26724
80717,6,31,118,132,26317
80717,6,35,121,132,26320
80717,6,36,122,134,26721
80754,0,4,126,77,15325
80754,0,6,125,77,15324
80754,0,12,126,77,15325
80754,0,14,126,77,15325
80754,0,15,132,84,16731
80754,0,17,142,96,19141
80754,0,18,147,102,20346
80754,0,19,145,103,20544
80754,0,20,149,103,20548
80754,0,22,149,103,20548
80754,0,23,141,96,19140
80754,0,25,142,102,20341
80754,0,26,141,95,18940
80754,0,35,139,89,17738
80754,0,36,132,81,16131
80754,0,37,129,76,15128
80754,0,39,126,77,15325
80754,0,40,126,77,15325
80754,1,13,125,77,15324
80754,1,16,126,77,15325
80754,1,20,125,77,15324
80754,1,22,126,78,15525
80754,1,23,126,77,15325
80754,1,25,131,83,16530
80754,1,26,137,88,17536
80754,1,27,140,91,18139
80754,1,28,126,83,16525
80754,1,29,121,80,15920
80754,1,32,122,81,16121
80754,1,33,125,77,15324
80754,1,34,126,77,15325
80754,1,37,125,77,15324
80754,2,1,126,77,15325
80754,2,10,126,77,15325
80754,2,13,125,78,15524
80754,2,14,126,77,15325
80754,2,15,126,76,15125
80754,2,21,127,76,15126
80754,2,22,128,76,15127
80754,2,23,128,76,15127
80754,2,26,128,76,15127
80754,2,29,126,77,15325
80754,2,30,125,77,15324
80754,2,31,124,76,15123
80754,2,34,125,77,15324
80754,3,10,126,77,15325
80754,3,12,125,77,15324
80754,3,15,128,76,15127
80754,3,16,128,76,15127
80754,3,17,127,76,15126
80754,3,21,128,76,15127
80754,3,24,127,76,15126
80754,3,25,128,76,15127
80754,3,26,128,76,15127
80754,3,29,127,76,15126
80754,3,30,128,76,15127
80754,3,35,126,76,15125
80754,3,36,125,77,15324
80754,4,12,126,77,15325
80754,4,15,127,76,15126
80754,4,16,128,76,15127
80754,4,34,128,76,15127
80754,4,35,127,76,15126
80754,4,37,125,76,15124
80754,4,38,125,76,15124
80754,5,6,125,77,15324
80754,5,10,125,76,15124
80754,5,12,126,77,15325
80754,5,13,125,77,15324
80754,5,15,128,76,15127
80754,5,16,128,76,15127
80754,5,18,127,76,15126
80754,5,23,127,76,15126
80754,5,34,129,75,14928
80754,5,35,127,76,15126
80754,5,37,127,76,15126
80754,5,40,125,76,15124
80754,5,41,125,76,15124
80754,5,43,125,77,15324
80754,6,0,125,77,15324
80754,6,1,125,77,15324
80754,6,8,125,76,15124
80754,6,9,126,77,15325
80754,6,12,125,77,15324
80754,6,14,125,77,15324
80754,6,15,127,77,15326
80754,6,16,128,76,15127
80754,6,21,128,76,15127
80754,6,23,121,71,14120
80754,6,24,121,73,14520
80754,6,25,121,73,14520
80754,6,26,121,73,14520
80754,6,27,121,73,14520
80754,6,30,123,73,14522
80754,6,31,123,74,14722
80754,6,32,125,77,15324
80754,7,11,125,76,15124
80754,7,16,121,70,13920
80754,7,17,110,63,12509
80754,7,19,111,62,12310
80838,0,0,144,113,22543
80838,0,3,144,113,22543
80838,0,16,145,113,22544
80838,0,19,145,113,22544
80838,0,23,144,113,22543
80838,0,24,145,113,22544
80838,0,25,145,113,22544
80838,0,27,145,113,22544
80838,0,28,145,113,22544
80838,0,33,143,109,21742
80838,0,36,137,110,21936
80838,0,38,145,113,22544
80838,0,39,145,113,22544
80838,0,41,144,113,22543
80838,0,46,144,113,22543
80838,1,1,145,113,22544
80838,1,5,145,113,22544
80838,1,8,145,113,22544
80838,1,9,145,113,22544
80838,1,10,145,113,22544
80838,1,11,145,113,22544
80838,1,22,171,55,10970
80838,1,27,169,56,11168
80838,1,28,169,56,11168
80838,1,30,165,62,12364
80838,1,38,169,58,11568
80838,1,40,170,55,10969
80838,1,41,165,62,12364
80838,1,42,160,63,12559
80838,1,43,161,62,12360
80838,1,46,158,67,13357
80838,1,47,157,70,13956
80838,2,2,157,70,13956
80838,2,3,157,70,13956
80838,2,4,157,70,13956
80838,2,5,156,70,13955
80838,2,6,157,70,13956
80838,2,15,144,113,22543
80838,2,16,145,113,22544
80838,2,17,145,115,22944
80838,2,18,141,98,19540
80838,2,21,138,91,18137
80838,2,38,144,105,20943
80838,2,39,144,112,22343
80838,2,40,145,113,22544
80838,2,41,145,113,22544
80838,2,46,144,113,22543
80838,2,47,145,113,22544
80838,3,0,144,113,22543
80838,3,1,145,113,22544
80838,3,5,144,113,22543
80838,3,6,144,113,22543
80838,3,8,144,113,22543
80838,3,9,144,113,22543
80838,3,11,145,113,22544
80838,3,15,146,115,22945
80838,3,16,145,113,22544
80838,3,17,145,113,22544
80838,3,18,157,66,13156
80838,3,20,161,65,12960
80838,3,21,165,61,12164
80838,3,22,165,62,12364
80838,3,26,165,62,12364
80838,3,29,165,62,12364
80838,3,32,164,62,12363
80838,3,37,165,62,12364
80838,3,42,145,113,22544
80838,3,43,145,113,22544
80838,3,44,145,113,22544
80838,3,46,145,113,22544
80838,4,16,159,73,14558
80838,4,17,159,66,13158
80838,4,18,165,61,12164
80838,4,19,165,62,12364
80838,4,26,182,77,15381
80838,4,27,183,74,14782
80838,4,28,183,74,14782
80838,4,29,182,73,14581
80838,4,30,182,73,14581
80838,4,33,183,74,14782
80838,4,34,182,73,14581
80838,4,35,183,73,14582
80838,4,36,183,73,14582
80838,4,41,165,62,12364
80838,4,43,158,67,13357
80838,4,45,155,69,13754
80838,5,6,145,113,22544
80838,5,16,144,113,22543
80838,5,19,157,96,19156
80838,5,20,156,82,16355
80838,5,21,154,74,14753
80838,5,22,154,74,14753
80838,5,23,154,74,14753
80838,5,24,154,74,14753
80838,5,25,154,74,14753
80838,5,29,165,62,12364
80838,5,31,157,74,14756
80838,5,34,157,74,14756
80838,5,36,157,73,14556
80838,5,38,165,62,12364
81014,0,1,147,41,8146
81014,0,2,147,42,8346
81014,0,3,147,42,8346
81014,0,5,146,42,8345
81014,0,6,145,42,8344
81014,0,7,146,42,8345
81014,0,8,145,39,7744
81014,0,12,147,42,8346
81014,0,13,145,39,7744
81014,0,14,146,42,8345
81014,0,18,145,39,7744
81014,0,19,146,42,8345
81014,0,20,147,42,8346
81014,0,26,146,39,7745
81014,0,27,161,40,7960
81014,0,28,161,38,7560
81014,0,29,161,39,7760
81014,0,30,161,39,7760
81014,0,31,157,39,7756
81014,0,32,146,42,8345
81014,0,33,146,42,8345
81014,0,34,146,40,7945
81014,0,35,146,42,8345
81014,0,36,145,39,7744
81014,0,37,146,42,8345
81014,0,39,141,49,9740
81014,0,40,132,58,11531
81014,0,41,134,56,11133
81014,0,42,134,56,11133
81014,0,43,144,41,8143
81014,0,44,145,42,8344
81014,0,45,146,42,8345
81014,0,46,146,42,8345
81014,1,0,147,42,8346
81014,1,1,147,43,8546
81014,1,2,146,42,8345
81014,1,3,146,42,8345
81014,1,12,145,39,7744
81014,1,16,147,42,8346
81014,1,18,146,42,8345
81014,1,19,145,39,7744
81014,1,20,146,42,8345
81014,1,21,145,39,7744
81014,1,22,147,43,8546
81014,1,28,147,41,8146
81014,1,29,147,42,8346
81014,1,30,145,39,7744
81014,1,31,146,42,8345
81014,1,32,146,42,8345
81014,1,33,144,46,9143
81014,1,36,145,45,8944
81014,1,40,145,44,8744
81014,1,42,145,44,8744
81014,1,43,145,44,8744
81014,1,44,146,45,8945
81014,1,45,146,45,8945
81014,1,46,145,44,8744
81014,1,47,146,45,8945
81014,2,1,145,44,8744
81014,2,4,146,46,9145
81014,2,7,145,45,8944
81014,2,8,148,61,12147
81014,2,9,147,59,11746
81014,2,14,145,44,8744
81014,2,15,145,44,8744
81014,2,17,146,46,9145
81014,2,19,145,44,8744
81014,2,20,146,45,8945
81014,2,22,143,48,9542
81014,2,23,146,45,8945
81014,2,25,145,44,8744
81014,2,26,143,42,8342
81014,2,27,147,41,8146
81014,2,28,147,41,8146
81014,2,29,146,45,8945
81014,2,31,145,44,8744
81014,2,32,146,45,8945
81014,2,33,146,44,8745
81014,2,34,146,44,8745
81014,2,36,145,46,9144
81014,2,37,146,46,9145
81014,2,38,145,45,8944
81014,2,40,146,45,8945
81014,2,42,143,47,9342
81014,2,43,146,45,8945
81014,2,45,143,48,9542
81014,2,46,143,47,9342
81014,2,47,143,47,9342
81014,3,0,144,44,8743
81014,3,1,146,45,8945
81014,3,2,144,44,8743
81014,3,3,146,45,8945
81014,3,6,145,45,8944
81014,3,9,145,45,8944
81014,3,10,144,44,8743
81014,3,11,145,45,8944
81014,3,12,146,45,8945
81014,3,14,145,45,8944
81014,3,15,144,44,8743
81014,3,16,144,44,8743
81106,0,18,130,73,14529
81106,0,29,130,72,14329
81106,0,36,129,75,14928
81106,0,37,124,82,16323
81106,0,38,126,84,16725
81106,0,39,139,87,17338
81106,0,42,142,89,17741
81106,0,43,140,86,17139
81106,0,44,130,72,14329
81106,1,9,130,73,14529
81106,1,10,129,72,14328
81106,1,11,94,107,21293
81106,1,12,71,163,32470
81106,1,13,68,173,34467
81106,1,14,67,173,34466
81106,1,15,67,174,34666
81106,1,17,70,164,32669
81106,1,18,80,151,30079
81106,1,19,114,126,25113
81106,1,20,130,125,24929
81106,1,21,153,111,22152
81106,1,22,160,111,22159
81106,1,26,155,101,20154
81106,1,27,146,87,17345
81106,1,28,124,64,12723
81106,1,29,129,70,13928
81106,1,31,130,72,14329
81106,1,37,130,73,14529
81106,1,41,130,72,14329
81106,2,8,130,73,14529
81106,2,9,127,69,13726
81106,2,10,111,80,15910
81106,2,13,102,83,16501
81106,2,14,102,91,18101
81106,2,15,102,94,18701
81106,2,16,107,99,19706
81106,2,18,110,81,16109
81106,2,20,111,81,16110
81106,2,21,126,64,12725
81106,2,22,113,64,12712
81106,2,24,116,64,12715
81106,2,25,127,67,13326
81106,2,26,127,69,13726
81106,2,27,149,88,17548
81106,2,28,160,87,17359
81106,2,34,161,87,17360
81106,2,35,160,87,17359
81106,2,39,161,87,17360
81106,2,40,148,82,16347
81106,2,41,126,66,13125
81106,2,42,130,73,14529
81106,2,45,130,73,14529
81106,3,10,130,73,14529
81106,3,11,126,65,12925
81106,3,12,125,64,12724
81106,3,13,126,49,9725
81106,3,14,125,49,9724
81106,3,15,126,49,9725
81106,3,18,125,54,10724
81106,3,19,124,76,15123
81106,3,21,124,76,15123
81106,3,22,126,66,13125
81106,3,23,125,71,14124
81106,3,24,121,69,13720
81106,3,25,122,69,13721
81106,3,26,143,88,17542
81106,3,27,158,104,20757
81106,3,28,160,111,22159
81106,3,29,160,110,21959
81106,3,30,160,111,22159
81106,3,31,160,110,21959
81106,3,32,146,85,16945
81106,3,33,124,64,12723
81106,3,34,128,69,13727
81106,3,37,130,74,14729
81106,3,38,130,73,14529
81106,3,40,130,74,14729
81106,3,41,130,73,14529
81106,3,43,130,73,14529
81106,4,9,125,67,13324
81106,4,10,119,70,13918
81106,4,11,75,130,25874
81106,4,12,74,159,31673
81106,4,14,68,173,34467
81106,4,18,58,175,34857
81106,4,19,66,167,33265
81106,4,20,87,135,26886
81106,4,21,90,120,23889
81106,4,22,91,116,23090
81106,4,23,101,112,22300
81106,4,24,114,126,25113
81106,4,25,152,108,21551
81106,4,26,160,111,22159
81106,4,30,160,111,22159
81106,4,32,159,105,20958
81106,4,33,146,81,16145
81106,4,34,125,64,12724
81106,4,35,126,69,13725
81106,4,36,130,72,14329
81106,4,41,130,72,14329
81236,0,0,94,100,19893
81236,0,1,93,101,20092
81236,0,2,93,101,20092
81236,0,5,95,98,19494
81236,0,6,94,100,19893
81236,0,7,94,100,19893
81236,0,8,94,100,19893
81236,0,10,93,101,20092
81236,0,11,93,101,20092
81236,0,12,94,99,19693
81236,0,13,94,100,19893
81236,0,16,94,100,19893
81236,0,17,94,99,19693
81236,0,19,93,101,20092
81236,0,20,94,99,19693
81236,0,21,93,101,20092
81236,0,23,94,99,19693
81236,0,24,94,99,19693
81236,0,25,93,101,20092
81236,0,26,97,95,18896
81236,0,27,94,101,20093
81236,0,28,93,101,20092
81236,1,18,92,101,20091
81236,1,19,77,111,22076
81236,1,20,77,112,22276
81236,1,21,77,111,22076
81236,1,22,77,111,22076
81236,1,23,77,112,22276
81236,1,24,77,111,22076
81236,1,25,77,111,22076
81236,1,27,72,104,20671
81236,1,28,77,112,22276
81236,1,29,77,112,22276
81236,1,31,77,112,22276
81236,1,33,77,112,22276
81236,1,34,73,109,21672
81236,1,35,77,101,20076
81236,1,36,93,101,20092
81236,2,17,94,101,20093
81236,2,19,77,107,21276
81236,2,23,77,112,22276
81236,2,25,77,111,22076
81236,2,26,77,111,22076
81236,2,27,73,106,21072
81236,2,28,71,103,20470
81236,2,29,73,103,20472
81236,2,30,73,107,21272
81236,2,31,77,112,22276
81236,2,32,77,111,22076
81236,2,33,77,111,22076
81236,2,34,77,111,22076
81236,2,35,72,103,20471
81236,2,36,93,101,20092
81236,3,18,90,100,19889
81236,3,19,77,111,22076
81236,3,20,77,111,22076
81236,3,21,77,112,22276
81236,3,22,77,112,22276
81236,3,23,77,112,22276
81236,3,24,77,112,22276
81236,3,25,77,111,22076
81236,3,26,77,112,22276
81236,3,27,119,80,15918
81236,3,28,110,91,18109
81236,3,29,97,107,21296
81236,3,30,93,113,22492
81236,3,32,86,114,22685
81236,3,33,78,112,22277
81236,3,34,77,111,22076
81236,3,35,76,110,21875
81236,3,36,80,101,20079
81236,3,37,93,101,20092
81236,3,39,94,100,19893
81236,4,18,85,106,21084
81236,4,19,72,107,21271
81236,4,20,77,111,22076
81236,4,21,75,110,21874
81236,4,23,76,109,21675
81236,4,25,78,112,22277
81236,4,26,78,112,22277
81236,4,27,78,112,22277
81236,4,28,72,103,20471
81236,4,29,77,111,22076
81236,4,30,77,111,22076
81236,4,31,78,112,22277
81236,4,32,77,111,22076
81236,4,33,77,112,22276
81236,4,34,78,112,22277
81236,4,35,71,103,20470
81236,4,36,81,101,20080
81236,4,37,93,101,20092
81236,5,18,93,102,20292
81236,5,19,90,101,20089
81236,5,20,81,107,21280
81236,5,21,77,112,22276
81236,5,23,77,112,22276
81236,5,24,77,111,22076
81236,5,25,77,111,22076
81236,5,26,77,112,22276
81236,5,27,73,108,21472
81243,0,0,105,83,16504
81243,0,1,104,83,16503
81243,0,2,107,81,16106
81243,0,3,104,83,16503
81243,0,4,104,83,16503
81243,0,6,104,83,16503
81243,0,7,104,83,16503
81243,0,8,107,81,16106
81243,0,9,104,83,16503
81243,0,10,107,81,16106
81243,0,11,107,81,16106
81243,0,12,104,83,16503
81243,0,13,104,83,16503
81243,0,14,107,81,16106
81243,0,15,104,83,16503
81243,0,16,107,81,16106
81243,0,17,104,83,16503
81243,0,18,104,83,16503
81243,0,19,105,83,16504
81243,0,31,104,82,16303
81243,0,32,104,83,16503
81243,0,33,104,83,16503
81243,0,35,104,83,16503
81243,0,36,104,83,16503
81243,0,37,104,83,16503
81243,0,38,104,83,16503
81243,0,39,104,83,16503
81243,0,40,104,83,16503
81243,0,41,104,83,16503
81243,0,42,104,83,16503
81243,0,43,104,83,16503
81243,0,44,104,83,16503
81243,0,45,103,83,16502
81243,0,46,104,83,16503
81243,0,47,104,83,16503
81243,1,0,104,83,16503
81243,1,1,104,83,16503
81243,1,2,104,83,16503
81243,1,3,104,83,16503
81243,1,4,104,83,16503
81243,1,5,104,83,16503
81243,1,7,104,83,16503
81243,1,8,102,82,16301
81243,1,9,103,83,16502
81243,1,10,105,83,16504
81243,1,11,105,75,14904
81243,1,14,105,72,14304
81243,1,15,108,72,14307
81243,1,16,110,65,12909
81243,1,17,107,69,13706
81243,1,18,108,72,14307
81243,1,19,108,72,14307
81243,1,20,107,69,13706
81243,1,21,105,72,14304
81243,1,22,107,69,13706
81243,1,23,108,72,14307
81243,1,25,108,72,14307
81243,1,26,108,67,13307
81243,1,27,111,70,13910
81243,1,28,105,75,14904
81243,1,30,106,77,15305
81243,1,39,104,83,16503
81243,2,11,105,81,16104
81243,2,14,102,75,14901
81243,2,15,105,71,14104
81243,2,16,108,72,14307
81243,2,17,105,72,14304
81243,2,18,108,66,13107
81243,2,19,107,73,14506
81243,2,20,108,72,14307
81243,2,22,105,74,14704
81243,2,23,105,74,14704
81243,2,25,104,74,14703
81243,2,26,108,72,14307
81243,2,27,105,75,14904
81243,2,30,108,67,13307
81243,2,31,105,73,14504
81243,2,32,105,71,14104
81243,2,33,108,67,13307
81243,2,34,108,67,13307
81243,2,35,108,72,14307
81243,2,36,104,83,16503
81243,2,42,103,82,16302
81243,2,43,104,83,16503
81243,2,44,103,82,16302
81243,2,45,104,83,16503
81243,2,46,103,82,16302
81243,2,47,103,82,16302
81243,3,0,103,82,16302
81243,3,1,104,83,16503
81243,3,3,104,83,16503
81243,3,4,104,83,16503
81243,3,5,102,82,16301
81243,3,6,104,83,16503
81243,3,7,103,82,16302
81243,3,8,103,82,16302
81243,3,9,104,83,16503
81243,3,10,104,83,16503
81243,3,11,107,80,15906
81243,3,13,105,74,14704
81247,0,17,54,185,36853
81247,0,22,50,185,36849
81247,0,23,50,183,36449
81247,0,24,50,182,36249
81247,0,25,54,184,36653
81247,1,2,54,185,36853
81247,1,18,54,185,36853
81247,1,20,54,186,37053
81247,1,22,54,185,36853
81247,2,13,52,185,36851
81247,2,14,44,183,36443
81247,2,15,45,183,36444
81247,2,16,44,182,36243
81247,2,17,44,183,36443
81247,2,18,44,183,36443
81247,2,19,44,183,36443
81247,2,20,44,183,36443
81247,2,21,45,182,36244
81247,2,22,44,183,36443
81247,2,23,44,183,36443
81247,2,25,49,184,36648
81247,2,27,44,183,36443
81247,2,28,41,186,37040
81247,2,29,42,183,36441
81247,2,30,44,183,36443
81247,2,31,44,183,36443
81247,2,32,44,183,36443
81247,2,33,44,183,36443
81247,2,34,54,185,36853
81247,3,13,48,185,36847
81247,3,14,47,184,36646
81247,3,15,44,183,36443
81247,3,16,45,182,36244
81247,3,17,40,183,36439
81247,3,19,34,180,35833
81247,3,20,44,181,36043
81247,3,21,44,192,38243
81247,3,22,44,183,36443
81247,3,23,45,183,36444
81247,3,24,41,183,36440
81247,3,25,51,178,35450
81247,3,26,53,178,35452
81247,3,27,49,181,36048
81247,3,28,53,178,35452
81247,3,29,52,178,35451
81247,3,30,45,183,36444
81247,3,31,45,182,36244
81247,3,32,45,182,36244
81247,3,33,50,185,36849
81247,3,34,54,185,36853
81247,4,13,50,185,36849
81247,4,14,44,183,36443
81247,4,15,44,183,36443
81247,4,16,47,185,36846
81247,4,18,49,184,36648
81247,4,19,45,184,36644
81247,4,20,46,185,36845
81247,4,21,49,184,36648
81247,4,22,46,180,35845
81247,4,23,48,185,36847
81247,4,24,48,185,36847
81247,4,25,45,183,36444
81247,4,26,45,188,37444
81247,4,27,44,193,38443
81247,4,28,44,192,38243
81247,4,29,44,192,38243
81247,4,30,44,190,37843
81247,4,31,42,192,38241
81247,4,32,44,183,36443
81247,4,33,44,184,36643
81247,4,34,47,186,37046
81247,5,0,53,185,36852
81247,5,9,54,185,36853
81247,5,10,54,185,36853
81247,5,13,48,185,36847
81247,5,14,44,183,36443
81247,5,15,44,182,36243
81247,5,16,44,183,36443
81247,5,17,47,182,36246
81247,5,18,53,177,35252
81247,5,19,49,179,35648
81247,5,20,39,185,36838
81247,5,21,38,180,35837
81247,5,22,40,178,35439
81247,5,23,44,183,36443
81247,5,24,45,183,36444
81247,5,25,45,183,36444
81247,5,26,45,183,36444
81247,5,27,44,183,36443
81247,5,28,48,187,37247
81247,5,29,48,187,37247
81247,5,30,45,183,36444
81247,5,31,49,174,34648
81247,5,32,50,177,35249
81247,5,33,44,183,36443
81247,5,34,46,187,37245
81247,5,35,54,185,36853
81247,5,39,50,185,36849
81247,5,47,54,186,37053
81247,6,3,53,185,36852
81257,0,17,66,16,3065
81257,0,19,74,25,4873
81257,0,20,74,24,4673
81257,0,23,74,24,4673
81257,0,26,74,24,4673
81257,0,28,74,24,4673
81257,0,29,71,22,4270
81257,0,30,68,20,3867
81257,1,15,63,11,2062
81257,1,16,74,24,4673
81257,1,34,72,16,3071
81257,1,35,64,11,2063
81257,2,14,66,16,3065
81257,2,15,72,18,3471
81257,2,16,77,11,2076
81257,2,17,77,12,2276
81257,2,18,72,16,3071
81257,2,19,73,18,3472
81257,2,21,77,25,4876
81257,2,22,89,24,4688
81257,2,23,89,24,4688
81257,2,24,89,25,4888
81257,2,25,90,22,4289
81257,2,26,87,24,4686
81257,2,27,72,24,4671
81257,2,28,72,24,4671
81257,2,31,74,24,4673
81257,2,41,69,20,3868
81257,3,14,60,7,1259
81257,3,15,67,7,1266
81257,3,18,71,18,3470
81257,3,19,69,18,3468
81257,3,21,72,17,3271
81257,3,22,72,18,3471
81257,3,23,72,24,4671
81257,3,26,74,24,4673
81257,3,29,78,19,3677
81257,3,30,77,11,2076
81257,3,31,89,25,4888
81257,3,33,81,26,5080
81257,3,34,74,24,4673
81257,3,37,74,24,4673
81257,3,38,74,24,4673
81257,3,39,74,24,4673
81257,3,40,74,24,4673
81257,3,41,74,24,4673
81257,3,42,74,24,4673
81257,3,43,74,24,4673
81257,3,44,69,18,3468
81257,4,14,67,17,3266
81257,4,15,71,22,4270
81257,4,16,74,24,4673
81257,4,18,74,24,4673
81257,4,19,74,24,4673
81257,4,20,74,24,4673
81257,4,21,74,24,4673
81257,4,26,74,24,4673
81257,4,28,74,24,4673
81257,4,29,85,26,5084
81257,4,30,88,26,5087
81257,4,35,74,24,4673
81257,4,39,74,24,4673
81257,4,40,74,24,4673
81257,4,43,74,24,4673
81257,4,45,62,13,2461
81257,5,14,72,20,3871
81257,5,15,74,24,4673
81257,5,23,74,24,4673
81257,5,28,74,24,4673
81257,5,29,74,24,4673
81257,5,32,74,22,4273
81257,5,33,73,14,2672
81257,5,34,77,11,2076
81257,5,35,74,24,4673
81257,5,40,74,24,4673
81257,5,43,74,24,4673
81257,5,44,74,24,4673
81257,5,46,74,24,4673
81257,5,47,68,20,3867
81257,6,15,66,17,3265
81257,6,16,74,24,4673
81257,6,17,74,24,4673
81257,6,18,74,24,4673
81257,6,26,74,25,4873
81257,6,27,89,25,4888
81257,6,29,83,15,2882
81257,6,30,77,11,2076
81257,6,34,61,7,1260
81257,6,35,61,7,1260
81257,7,15,73,11,2072
81257,7,16,78,9,1677
81257,7,17,90,21,4089
81257,7,19,77,10,1876
81257,7,20,77,11,2076
81257,7,25,77,10,1876
81257,7,26,65,15,2864
81257,7,27,61,7,1260
81257,8,15,68,10,1867
81257,8,16,73,10,1872
81257,8,17,76,19,3675
81363,0,18,109,116,23108
81363,0,19,115,125,24914
81363,0,20,112,122,24311
81363,0,21,112,103,20511
81363,1,10,110,114,22709
81363,1,11,109,121,24108
81363,1,12,112,125,24911
81363,1,13,111,123,24510
81363,1,14,111,121,24110
81363,1,15,111,121,24110
81363,1,16,111,121,24110
81363,1,18,111,121,24110
81363,1,19,110,120,23909
81363,1,25,111,121,24110
81363,1,26,111,121,24110
81363,1,27,111,121,24110
81363,1,28,110,120,23909
81363,1,29,113,127,25312
81363,1,30,111,121,24110
81363,1,31,111,121,24110
81363,1,33,113,126,25112
81363,1,34,111,121,24110
81363,1,35,110,122,24309
81363,1,36,112,124,24711
81363,1,37,111,123,24510
81363,1,38,112,124,24711
81363,1,39,111,104,20710
81363,2,26,111,121,24110
81363,2,29,111,121,24110
81363,2,30,110,120,23909
81363,2,31,113,127,25312
81363,2,32,108,119,23707
81363,2,33,112,103,20511
81363,3,10,110,106,21109
81363,3,11,112,124,24711
81363,3,12,112,126,25111
81363,3,13,113,127,25312
81363,3,14,111,121,24110
81363,3,15,111,121,24110
81363,3,16,111,121,24110
81363,3,17,111,121,24110
81363,3,19,86,111,22085
81363,3,20,111,121,24110
81363,3,21,111,121,24110
81363,3,22,111,121,24110
81363,3,33,113,127,25312
81363,3,34,111,123,24510
81363,3,35,112,124,24711
81363,3,36,112,122,24311
81363,3,37,112,126,25111
81363,3,38,110,116,23109
81363,3,39,112,103,20511
81363,4,12,113,127,25312
81363,4,13,111,121,24110
81363,4,14,105,104,20704
81363,4,15,111,121,24110
81363,4,16,111,121,24110
81363,4,17,110,122,24309
81363,4,18,111,121,24110
81363,4,22,114,128,25513
81363,4,23,111,120,23910
81363,4,24,111,121,24110
81363,4,25,111,121,24110
81363,4,26,111,121,24110
81363,4,27,111,121,24110
81363,4,28,111,121,24110
81363,4,29,111,121,24110
81363,4,31,113,127,25312
81363,4,32,114,125,24913
81363,4,33,112,101,20111
81363,5,10,110,111,22109
81363,5,11,111,120,23910
81363,5,12,112,124,24711
81363,5,13,113,126,25112
81363,5,14,111,121,24110
81363,5,15,111,121,24110
81363,5,18,111,121,24110
81363,5,19,111,121,24110
81363,5,20,111,121,24110
81363,5,21,111,121,24110
81363,5,23,111,121,24110
81363,5,24,111,121,24110
81363,5,25,111,121,24110
81363,5,27,111,121,24110
81363,5,28,111,121,24110
81363,5,29,111,121,24110
81363,5,33,113,127,25312
81363,5,35,110,122,24309
81363,5,36,111,121,24110
81363,5,37,112,124,24711
81363,5,39,112,103,20511
